,dialog_id,speaker,start_time,end_time,Min Pitch,Max Pitch,Mean Pitch,Sd Pitch,Min Intensity,Max Intensity,Mean Intensity,Sd Intensity,Speaking Rate,Jitter,Shimmer,HNR
0,sw2015,A,0.0,2.36986,174.04650823013716,174.06674614912873,174.05417923179394,0.0075313808715490455,27.397755268631183,78.52645112617813,61.63282562663639,8.104073724126238,0.42196585452305196,0.00011084342218634985,0.030335294014862426,13.731802749838227
1,sw2015,A,2.36986,7.66596,93.31337303997032,256.3875799280019,127.35247369673222,35.21017006281883,27.913918381846745,62.48622159407356,55.339086904589514,9.22962736169861,3.9651819263231434,0.01621763935264894,0.09097900523436497,10.92744196631329
2,sw2015,A,7.66596,11.57304,75.65110814732344,148.32709422476393,117.17362006220988,16.502379155695586,27.797807252722578,65.91988132573047,55.229902701887006,12.94172995501146,1.5356737000522127,0.015931788647952097,0.0757815136452784,12.3924463022302
3,sw2015,A,11.57304,16.74866,82.13205720844904,151.84444951606713,117.92169178428838,11.688333241261017,27.54852257146618,63.90317569663723,56.59645964591146,14.108905538582988,1.7389221001541844,0.014185636230313796,0.0641529436263065,12.949125060132502
4,sw2015,A,16.74866,20.80178,74.85412325106233,407.13102776706165,129.18482483791672,47.33023763966852,27.5409116529868,65.49751117982173,57.32828271113107,13.808276917324116,2.4672351176377707,0.015582672911748504,0.06980666355087918,11.831660522239469
5,sw2015,A,20.80178,22.31079,87.77628424584752,136.54289626824377,108.39157519706781,8.306060830421504,27.68865742618798,60.579451116364055,53.33667915317218,8.259821699056468,5.30148905573853,0.016424934507616708,0.09819004438528733,10.566697621950576
6,sw2015,A,22.31079,24.31761,93.63153980929381,122.37673930970634,106.5573723393348,5.920520744456722,27.797923915411015,62.38000932545077,55.27603444518821,9.247985694963095,5.481308737206134,0.013577061320561102,0.08229056075071699,11.845706595386545
7,sw2015,A,24.31761,29.06336,78.34543162928745,253.36234736334848,170.409251391077,23.399586451206808,27.9484236265774,58.801393330665604,45.65414271213298,8.840202880714552,0.2107148501290628,0.012840270350430357,0.11012024178294218,9.449127225215712
8,sw2015,A,29.06336,31.04748,89.37535194098112,281.0166698774925,113.21330801550069,24.135737911742222,27.916882123955588,65.74374736937702,57.61286762202602,10.779710331236403,4.032014192689957,0.020465893784770185,0.08767879828276022,11.04372329890662
9,sw2015,A,31.04748,33.48495,75.43401783644502,149.50182863904388,127.2356579473775,14.294135244819296,27.76995106937888,63.62267983870565,56.53678880461723,14.372801748604262,1.6410458385128859,0.014514201677154942,0.07348880957418694,11.591970479259817
10,sw2015,A,33.48495,38.33623,76.44752669454493,151.88235674172472,119.36402953124842,15.355141364156035,27.81409313229241,64.54566045324857,55.662056354086545,10.985005490884287,3.2980986461305037,0.013181181917646242,0.07934500414781517,11.971690729759345
11,sw2015,A,39.24,42.47786,87.85730181683539,143.88571237505457,110.85049491033593,8.91567842209443,27.263147588430225,60.115564075812756,53.35115625371674,10.583502238548041,4.941535458605379,0.01567086557269416,0.07714727830624099,10.786393209994461
12,sw2015,A,42.47786,46.67015,92.62525510511166,274.0321945055058,123.23847213209628,19.39784829658487,27.07452839115195,60.84078079538285,53.23082818949949,8.97625906195668,4.770662334905267,0.012843068446700443,0.09701126992065019,12.060613291765211
13,sw2015,A,46.67015,47.88329,264.64803002906785,360.8505766842443,284.60316630114556,25.909632918361257,27.600877737833134,44.37136696103113,35.81198873989283,5.204288433540296,0.8243071698237613,0.02472521650424715,0.10690867595095067,8.110325642979186
14,sw2015,A,47.88329,54.72873,82.89103661232456,211.93816339151925,111.09931866197631,13.457817129205292,26.276393370638715,64.95390875116917,55.805457692973306,11.557835545330502,3.3599008975317894,0.016053253018825653,0.08020243111664042,10.465774192271649
15,sw2015,A,54.72873,64.39558,117.75037701652079,246.48115716728418,167.15346444265754,24.320596249772223,27.093556255973095,53.82810116455651,41.35572805866653,6.903653558525955,0.10344631394921824,0.016022182526194025,0.1409853631190357,7.63214381953157
16,sw2015,A,64.39558,65.87297,88.63242466749055,156.61777741907463,131.51539180458894,17.54721062971745,27.62153232192864,64.10513979619688,56.15471369961911,12.922511394508891,4.06121606346327,0.012065875327561777,0.06359384297035213,13.45211358356749
17,sw2015,A,65.87297,68.58463,92.54136760446495,139.64954517899753,112.0301257015643,12.145905496281971,27.665726748998768,64.33270737232426,55.74980009693939,13.722789195231508,1.4751111865056779,0.01539590012358596,0.08513869047284714,11.038485827778374
18,sw2015,A,68.58463,71.19756,79.76632038140097,123.27726439886945,105.09056045187283,9.249990251987313,27.465132394204762,63.3223320167002,54.074535317667355,9.320316128179153,4.209833405410798,0.021041527495259803,0.10636818624492321,7.869012068241315
19,sw2015,A,71.19756,83.79507,106.075734744414,267.14678353593865,158.4102461204516,25.332074512444613,27.036701011232,54.82725137625328,41.042701519768094,6.611556590060053,0.07938076651655764,0.018091245725091087,0.12275819036761405,6.820120348911549
20,sw2015,A,83.79507,86.50716,65.32797559323073,164.32108246414384,131.3745809654382,17.90850723314602,27.171302589800263,63.61486337122586,55.86498832808979,10.218300286544734,4.4246319259316556,0.01661385606371786,0.07910990108687116,12.052209050910472
21,sw2015,A,86.50716,89.0,182.408381768593,238.7778172016117,195.5476376176444,15.205810644507867,27.52830945188366,42.7995905291211,32.02188549720774,3.23066765317917,0.40114889042216895,0.03416771746608144,0.15698763141551397,4.445322544929785
22,sw2015,A,89.0,90.35073,87.04570645083241,159.68493922654105,136.18350207850506,14.484819994067854,29.476839034297516,62.62091050395794,56.534847868165045,9.613332773621506,5.182382859638867,0.012542019992568928,0.0890575655332317,10.558926236781693
23,sw2015,A,90.35073,92.72577,80.71990602483673,460.8154923743364,132.88397546851965,48.50818175042654,27.06012525376179,61.250002549082836,52.570217150548984,9.736463857586601,2.947318781999463,0.016291495008428844,0.10599826583961586,11.811253138912836
24,sw2015,A,92.72577,94.64983,75.75113796180884,232.2634709361313,165.80540954040646,57.71236549560192,27.553829468140858,40.94065378914416,31.943366770565284,3.355191910861126,0.5197343118197985,0.0168542057593085,0.13910704226897186,4.340520993066194
25,sw2015,A,94.64983,97.68039,81.38156325253286,140.62526543319626,120.67748782474874,10.769582944831958,26.707931015477335,62.45950316794322,54.60664227625426,9.543938703409777,4.619608257219775,0.02127599285515197,0.0810195053838021,10.078939294031908
26,sw2015,A,97.68039,100.73481,95.79132493634701,345.5814031214798,128.5610010314484,47.60795281833615,26.42910732609353,64.13430594202269,51.97398560711677,10.42524608951777,4.910915984049356,0.022660542041643923,0.12175375897107023,8.890868235238049
27,sw2015,A,100.73481,114.39838,72.77260376238698,432.58525944784174,116.73361830846879,25.4206982410032,26.162760003537095,64.01069371577307,54.05493714874039,10.79771620623593,3.6593657440917693,0.018765971216940108,0.0939550594265167,10.466704921837465
28,sw2015,A,114.39838,136.56,74.57701072336128,274.4801559695949,170.09122935340744,25.57709081068687,27.31676588339167,54.42559111185903,40.6976108696942,6.642646692621364,0.045123055083518264,0.01339176180422115,0.115676412957219,9.546893315228006
29,sw2015,A,136.56,140.7464,88.97955599861788,474.06826680823826,140.36278871946226,65.01909337147897,26.89888042391038,63.01819048612673,54.84922994291598,12.305367182986148,2.3886871775272356,0.02131628673192908,0.09276185201583144,11.218597687467645
30,sw2015,A,140.7464,142.68416,95.19656819672689,102.69204560974748,99.56146347658768,3.7909685023255197,27.248661542683244,29.816576725514704,28.345292722642537,0.4598133501372536,0.5160597803649583,0.06824514086963514,0.17462566607085914,-1.4935549852992152
31,sw2015,A,142.68416,149.98159,85.19061291134592,165.5328899199236,115.4976348187395,12.399817647506607,27.130948048037975,61.9932872259803,52.89384049384654,11.326421416689172,3.014759990846084,0.016491740039328982,0.08103354344792996,12.53098521373326
32,sw2015,A,149.98159,152.91377,96.56060538054855,200.83710652961213,140.28802106000802,22.34333896431251,27.166031661925437,61.8417734733621,55.20473345675395,11.918246450560353,5.4566909262050975,0.017094665478873585,0.09143881276099045,12.447807788524466
33,sw2015,A,152.91377,155.22979,92.61986668059019,148.53202321787074,119.00315511337354,12.743701128683151,26.812981608128425,63.71704688565279,55.036205187431875,10.880994318270139,4.749527206155369,0.01562496818776167,0.07876049531124996,12.954528556971502
34,sw2015,A,155.22979,212.56,75.08558415651478,464.1433732457372,169.27713549639557,28.93655810440059,26.861449318833255,53.860644775519084,40.06072841910167,5.880271202523816,0.017442810692652272,0.015722671172433672,0.11532850509633867,9.001151954473842
35,sw2015,A,212.56,220.04,78.53987949693554,195.77252236032402,121.69706376182098,20.514935656654433,27.148012333414897,64.26300704172627,51.34744628685255,11.26872923000054,2.673796791443854,0.013831745364268665,0.08378267374192913,12.633366209730395
36,sw2015,A,220.04,225.72059,76.20547721771737,526.5007720152366,121.424781948559,51.44680725229928,27.464718729862703,61.392229168759584,51.127487844868526,9.518994550388653,4.048875204864287,0.0207568357608837,0.09090656546932366,10.598329296243193
37,sw2015,A,227.16,229.4407,83.33783149749351,451.64474064618975,128.50525640587205,39.566069755298265,27.232423977044533,62.65661593079931,55.524380888143135,10.313203643656673,3.946156881659147,0.015383304888115075,0.08274435460852488,12.173891714778417
38,sw2015,A,229.4407,231.32295,93.90628919201319,162.99617748212418,126.21255921060846,16.81096666240207,29.025178544363182,59.01815299408066,53.24581503963611,9.521209607218609,4.250232434586269,0.016486140220818006,0.09693753171079003,10.707658155293942
39,sw2015,A,231.32295,274.53818,74.4732467315708,473.74552308846575,172.01692379765362,32.007507451247506,26.810131228400845,56.77794629969949,40.67560159694167,5.952485142208348,0.023139990230296115,0.013819123581763555,0.11484311885146933,9.37451554857491
40,sw2015,A,274.53818,279.81779,77.03934410193335,494.0468564138751,117.27658673704701,44.07627289971066,27.293986358513585,59.67090507979689,50.000770751649114,10.40858661717055,3.2199348057905848,0.02238530577445891,0.0972842878898703,10.167151791473554
41,sw2015,A,279.81779,281.36402,92.21216297324001,133.18890222940556,107.28539303464575,10.15003964656136,27.511952898317883,58.252951190331146,51.498379185162015,10.081353043367585,5.820608835684288,0.020867758224839914,0.08962775887220271,10.171607684791182
42,sw2015,A,281.36402,282.94015,95.334200444329,118.66840849526861,105.81078071393299,5.769479469717516,27.25935957514526,54.66569239564666,49.78604585344427,7.999493963602197,6.979119742660668,0.013484925754353387,0.10767148067117041,9.272005347646687
43,sw2015,A,282.94015,284.0683,80.22848995550008,380.3926600343144,135.79708355953173,90.66493746446845,27.751698871685917,56.40287637333908,46.11903290741786,9.20485302723124,3.545627797721918,0.04272990534571118,0.17831210757362287,7.505362491184632
44,sw2015,A,284.0683,285.75565,107.91667739467965,183.3913985019369,142.84841865763946,22.825342324974354,28.35210541231093,64.77874385507788,55.62675455513603,12.424629028558778,5.333807449551132,0.013699787750917554,0.09486806905076878,11.068368715059702
45,sw2015,A,285.75565,289.86538,82.95948090129443,152.72682481389745,120.09418225442451,14.054338175885851,27.470987661763154,65.27396818907704,54.93009224936949,11.723482789215506,2.433249872862686,0.017988079954025935,0.07514014389377177,13.097940288044839
46,sw2015,A,289.86538,294.08043,79.15948362532764,487.82012448764084,118.38711155954499,55.99927341917859,27.205770296436793,59.6552286035328,52.05368893254615,8.919023029796469,4.507657085918357,0.02438857204283577,0.11934043449525762,8.37478182589344
47,sw2015,A,294.08043,316.84509,71.79437053099053,481.98809063424295,207.2593694612334,59.47247654136051,26.762360951390367,59.940033552369314,45.544557953373555,8.352210179029855,0.043927737115335694,0.01631034974829914,0.09879586769971618,9.421562862557286
48,sw2015,A,316.84509,321.81911,76.05364079838394,159.47750274190162,114.73413700117909,15.96358900482149,26.8140453289299,58.581094604957116,50.329481115063786,9.325202479964844,5.8302942087084535,0.01878623668647516,0.09879093408856685,11.213185592397927
49,sw2015,A,323.2852,324.78548,74.68056545537786,442.28584566310616,122.03609012345727,72.90235133329328,28.02930468928806,58.39572383041155,51.061946306710624,7.348980626359558,3.9992534726850133,0.024284803234490126,0.12219897714634373,9.646650245988933
50,sw2015,A,325.60786,326.78581,121.48260055707539,451.9227191212697,197.9337970806083,82.53251433688698,27.75131723072249,53.0304225820347,44.83136926838008,6.075978598102474,0.8489324674222095,0.009966647859894843,0.0834862793450013,5.927461053740972
51,sw2015,A,326.78581,329.28765,84.90458876302952,358.0444495658845,125.1411360810087,40.66472894828386,27.53430356990202,64.31814589416014,55.32153062680425,11.131231034976715,3.1976465321523886,0.018860436192653988,0.09814284407575687,9.167467906785376
52,sw2015,A,330.07634,331.7325,74.93605912576469,127.01999425156689,107.40659579138591,10.968907934835832,28.000114888435217,61.18611810522336,51.476210005859606,10.444956298484803,2.4152255820693656,0.029646461161443566,0.09675641273836574,9.379589758868468
53,sw2015,A,331.7325,340.03816,76.61783778312166,300.99381508939604,185.26507373785682,43.05041559686579,27.159062417332027,52.228050086279,37.2406629599402,5.014520522134998,0.12039982373465821,0.012097287618549606,0.10720305056095526,8.866218037223364
